"h0","d0"
0.000400801201602002,0.04004004004004
0.000441883324766208,0.042042042042042
0.000484969453938423,0.044044044044044
0.000530059589118648,0.046046046046046
0.000577153730306883,0.048048048048048
0.000626251877503129,0.05005005005005
0.00073046018991965,0.0540540540540541
0.000785570355139925,0.0560560560560561
0.00084268452636821,0.0580580580580581
0.000901802703604505,0.0600600600600601
0.000962924886848811,0.0620620620620621
0.00102605107610113,0.0640640640640641
0.00109118127136145,0.0660660660660661
0.00115831547262979,0.0680680680680681
0.00122745367990613,0.0700700700700701
0.00129859589319049,0.0720720720720721
0.00144689233778323,0.0760760760760761
0.00152404656909161,0.0780780780780781
0.00160320480640801,0.0800800800800801
0.00168436704973242,0.0820820820820821
0.00176753329906483,0.0840840840840841
0.00185270355440526,0.0860860860860861
0.00193987781575369,0.0880880880880881
0.00202905608311014,0.0900900900900901
0.00212023835647459,0.0920920920920921
0.00221342463584706,0.0940940940940941
0.00240580921261602,0.0980980980980981
0.00250500751001251,0.1001001001001
0.00260620981341702,0.102102102102102
0.00270941612282954,0.104104104104104
0.00281462643825006,0.106106106106106
0.0029218407596786,0.108108108108108
0.00303105908711514,0.11011011011011
0.0031422814205597,0.112112112112112
0.00325550776001226,0.114114114114114
0.00337073810547284,0.116116116116116
0.00360721081441802,0.12012012012012
0.00372845317790263,0.122122122122122
0.00385169954739524,0.124124124124124
0.00397694992289587,0.126126126126126
0.0041042043044045,0.128128128128128
0.00423346269192115,0.13013013013013
0.00436472508544581,0.132132132132132
0.00449799148497847,0.134134134134134
0.00463326189051915,0.136136136136136
0.00477053630206783,0.138138138138138
0.00505109714318923,0.142142142142142
0.00519438357276195,0.144144144144144
0.00533967400834268,0.146146146146146
0.00548696844993141,0.148148148148148
0.00563626689752816,0.15015015015015
0.00578756935113292,0.152152152152152
0.00594087581074568,0.154154154154154
0.00609618627636646,0.156156156156156
0.00625350074799524,0.158158158158158
0.00641281922563204,0.16016016016016
0.00673746819892966,0.164164164164164
0.00690279869459049,0.166166166166166
0.00707013319625932,0.168168168168168
0.00723947170393617,0.17017017017017
0.00741081421762103,0.172172172172172
0.00758416073731389,0.174174174174174
0.00775951126301477,0.176176176176176
0.00793686579472365,0.178178178178178
0.00811622433244055,0.18018018018018
0.00848095342589837,0.184184184184184
0.0086663239816393,0.186186186186186
0.00885369854338823,0.188188188188188
0.00904307711114518,0.19019019019019
0.00923445968491014,0.192192192192192
0.0094278462646831,0.194194194194194
0.00962323685046408,0.196196196196196
0.00982063144225306,0.198198198198198
0.0100200300400501,0.2002002002002
0.0102214326438551,0.202202202202202
0.0106302498694891,0.206206206206206
0.0108376644913181,0.208208208208208
0.0110470831191552,0.21021021021021
0.0112585057530002,0.212212212212212
0.0114719323928533,0.214214214214214
0.0116873630387144,0.216216216216216
0.0119047976905835,0.218218218218218
0.0121242363484606,0.22022022022022
0.0123456790123457,0.222222222222222
0.0125691256822388,0.224224224224224
0.0130220310400491,0.228228228228228
0.0132514897279662,0.23023023023023
0.0134829524218914,0.232232232232232
0.0137164191218245,0.234234234234234
0.0139518898277657,0.236236236236236
0.0141893645397149,0.238238238238238
0.0144288432576721,0.24024024024024
0.0146703259816373,0.242242242242242
0.0149138127116105,0.244244244244244
0.0151593034475917,0.246246246246246
0.0156562969375782,0.25025025025025
0.0159077996915835,0.252252252252252
0.0161613064515967,0.254254254254254
0.016416817217618,0.256256256256256
0.0166743319896473,0.258258258258258
0.0169338507676846,0.26026026026026
0.0171953735517299,0.262262262262262
0.0174589003417832,0.264264264264264
0.0177244311378446,0.266266266266266
0.0179919659399139,0.268268268268268
0.0185330475620766,0.272272272272272
0.01880659438217,0.274274274274274
0.0190821452082713,0.276276276276276
0.0193597000403807,0.278278278278278
0.0196392588784981,0.28028028028028
0.0199208217226235,0.282282282282282
0.0202043885727569,0.284284284284284
0.0204899594288984,0.286286286286286
0.0207775342910478,0.288288288288288
0.0210671131592053,0.29029029029029
0.0216522829135442,0.294294294294294
0.0219478737997256,0.296296296296296
0.0222454686919151,0.298298298298298
0.0225450675901126,0.3003003003003
0.0228466704943181,0.302302302302302
0.0231502774045317,0.304304304304304
0.0234558883207532,0.306306306306306
0.0237635032429827,0.308308308308308
0.0240731221712203,0.31031031031031
0.0243847451054658,0.312312312312312
0.025014002991981,0.316316316316316
0.0253316379442506,0.318318318318318
0.0256512769025282,0.32032032032032
0.0259729198668138,0.322322322322322
0.0262965668371074,0.324324324324324
0.026622217813409,0.326326326326326
0.0269498727957186,0.328328328328328
0.0272795317840363,0.33033033033033
0.0276111947783619,0.332332332332332
0.0279448617786956,0.334334334334334
0.028618207797387,0.338338338338338
0.0289578868157447,0.34034034034034
0.0292995698401104,0.342342342342342
0.0296432568704841,0.344344344344344
0.0299889479068658,0.346346346346346
0.0303366429492556,0.348348348348348
0.0306863419976533,0.35035035035035
0.0310380450520591,0.352352352352352
0.0313917521124728,0.354354354354354
0.0317474631788946,0.356356356356356
0.0324648973297622,0.36036036036036
0.032826620414208,0.362362362362362
0.0331903475046618,0.364364364364364
0.0335560786011236,0.366366366366366
0.0339238137035935,0.368368368368368
0.0342935528120713,0.37037037037037
0.0346652959265572,0.372372372372372
0.0350390430470511,0.374374374374374
0.0354147941735529,0.376376376376376
0.0361723084445807,0.38038038038038
0.0365540715891066,0.382382382382382
0.0369378387396405,0.384384384384384
0.0373236098961825,0.386386386386386
0.0377113850587324,0.388388388388388
0.0381011642272903,0.39039039039039
0.0384929474018563,0.392392392392392
0.0388867345824303,0.394394394394394
0.0392825257690123,0.396396396396396
0.0396803209616022,0.398398398398398
0.0404819233648062,0.402402402402402
0.0408857305754203,0.404404404404404
0.0412915417920423,0.406406406406406
0.0416993570146723,0.408408408408408
0.0421091762433104,0.41041041041041
0.0425209994779564,0.412412412412412
0.0429348267186105,0.414414414414414
0.0433506579652726,0.416416416416416
0.0437684932179427,0.418418418418418
0.0441883324766208,0.42042042042042
0.045034023012001,0.424424424424424
0.0454598742887031,0.426426426426426
0.0458877295714133,0.428428428428428
0.0463175888601314,0.43043043043043
0.0467494521548576,0.432432432432432
0.0471833194555917,0.434434434434434
0.0476191907623339,0.436436436436436
0.0480570660750841,0.438438438438438
0.0484969453938423,0.44044044044044
0.0489388287186085,0.442442442442442
0.0498286073861649,0.446446446446446
0.0502765027289552,0.448448448448448
0.0507264020777534,0.45045045045045
0.0511783054325597,0.452452452452452
0.0516322127933739,0.454454454454454
0.0520881241601962,0.456456456456456
0.0525460395330265,0.458458458458458
0.0530059589118648,0.46046046046046
0.0534678822967111,0.462462462462462
0.0539318096875654,0.464464464464464
0.0548656764872981,0.468468468468468
0.0553356158961765,0.47047047047047
0.0558075593110628,0.472472472472472
0.0562815067319572,0.474474474474474
0.0567574581588596,0.476476476476476
0.0572354135917699,0.478478478478478
0.0577153730306883,0.48048048048048
0.0581973364756148,0.482482482482482
0.0586813039265492,0.484484484484485
0.0591672753834916,0.486486486486486
0.0601452303154005,0.49049049049049
0.0606372137903669,0.492492492492492
0.0611312012713414,0.494494494494495
0.0616271927583239,0.496496496496497
0.0621251882513144,0.498498498498498
0.0626251877503129,0.500500500500501
0.0631271912553194,0.502502502502503
0.0636311987663339,0.504504504504504
0.0641372102833564,0.506506506506507
0.064645225806387,0.508508508508508
0.0656672688704721,0.512512512512513
0.0661812964115266,0.514514514514514
0.0666973279585892,0.516516516516517
0.0672153635116598,0.518518518518518
0.0677354030707384,0.520520520520521
0.068257446635825,0.522522522522523
0.0687814942069196,0.524524524524524
0.0693075457840223,0.526526526526527
0.0698356013671329,0.528528528528528
0.0703656609562516,0.530530530530531
0.0714317921525129,0.534534534534534
0.0719678637596556,0.536536536536537
0.0725059393728062,0.538538538538539
0.0730460189919649,0.540540540540541
0.0735881026171316,0.542542542542543
0.0741321902483063,0.544544544544544
0.0746782818854891,0.546546546546547
0.0752263775286798,0.548548548548549
0.0757764771778786,0.550550550550551
0.0763285808330853,0.552552552552553
0.0774388001615229,0.556556556556557
0.0779969158347537,0.558558558558559
0.0785570355139925,0.560560560560561
0.0791191591992393,0.562562562562563
0.0796832868904941,0.564564564564565
0.0802494185877569,0.566566566566567
0.0808175542910278,0.568568568568569
0.0813876940003066,0.570570570570571
0.0819598377155935,0.572572572572573
0.0825339854368883,0.574574574574575
0.0836882928975021,0.578578578578579
0.084268452636821,0.580580580580581
0.0848506163821479,0.582582582582583
0.0854347841334828,0.584584584584585
0.0860209558908258,0.586586586586587
0.0866091316541767,0.588588588588589
0.0871993114235357,0.590590590590591
0.0877914951989026,0.592592592592593
0.0883856829802776,0.594594594594595
0.0895800705610515,0.598598598598599
0.0901802703604505,0.600600600600601
0.0907824741658575,0.602602602602603
0.0913866819772726,0.604604604604605
0.0919928937946956,0.606606606606607
0.0926011096181266,0.608608608608609
0.0932113294475657,0.610610610610611
0.0938235532830127,0.612612612612613
0.0944377811244678,0.614614614614615
0.0950540129719309,0.616616616616617
0.0962924886848811,0.620620620620621
0.0969147325503682,0.622622622622623
0.0975389804218633,0.624624624624625
0.0981652322993664,0.626626626626627
0.0987934881828776,0.628628628628629
0.0994237480723967,0.630630630630631
0.100056011967924,0.632632632632633
0.100690279869459,0.634634634634635
0.101326551777002,0.636636636636637
